"id","taxon_family_name","taxon_species_name","n","species","taxon_genus_name","Distribution","Habito1","Habito2","SNAPregional","BiodiversidataEstablecimiento","IUCNglobal","trendGlobal","esta_en_powo","esta_en_gbif","es_un_nuevo_registro","url_powo","synonym","remarks"
165,"Asteraceae","Hypochaeris grisebachii",1,"Hypochaeris grisebachii","Hypochaeris",4,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
228,"Asteraceae","Pterocaulon alopecuroides",3,,,,,,,,,,,,,,,"new species"
167,"Asteraceae","Hypochaeris megapotamica",14,"Hypochaeris megapotamica","Hypochaeris",11,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
168,"Asteraceae","Hypochaeris radicata",90,"Hypochaeris radicata","Hypochaeris",7,"Hierba","Perenne","No evaluada","introducida","NE","NE",,,,,,
169,"Asteraceae","Hypochaeris variegata",5,"Hypochaeris variegata","Hypochaeris",4,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
170,"Asteraceae","Hysterionica chamomilloides",1,"Hysterionica chamomilloides","Hysterionica",2,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
171,"Asteraceae","Hysterionica montevidensis",3,"Hysterionica montevidensis","Hysterionica",5,"Subarbusto","Perenne","No evaluada","NE","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234258-1",,
172,"Asteraceae","Hysterionica resinosa",10,"Hysterionica resinosa","Hysterionica",6,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
173,"Asteraceae","Isostigma peucedanifolium",2,"Isostigma peucedanifolium","Isostigma",1,"Hierba","Perenne","No evaluada","nativa","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:226326-1",,
174,"Asteraceae","Jaumea linearifolia",4,"Jaumea linearifolia","Jaumea",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
175,"Asteraceae","Jungia floribunda",1,"Jungia floribunda","Jungia",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
245,"Asteraceae","Senecio cisplatinus",3,,,,,,,,,,,,,,,"new species"
177,"Asteraceae","Lactuca saligna",1,"Lactuca saligna","Lactuca",3,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
248,"Asteraceae","Senecio leptolobus",3,,,,,,,,,,,,,,,"new species"
179,"Asteraceae","Lactuca serriola",7,"Lactuca serriola","Lactuca",9,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
250,"Asteraceae","Senecio mattfeldianus",3,,,,,,,,,,,,,,,"new species"
303,"Asteraceae","Vernonia echioides",3,,,,,,,,,,,,,,,"new species"
182,"Asteraceae","Lessingianthus brevifolius",5,"Lessingianthus brevifolius","Lessingianthus",3,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
183,"Asteraceae","Lessingianthus glabratus",1,"Lessingianthus glabratus","Lessingianthus",3,"Subarbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
184,"Asteraceae","Lessingianthus macrocephalus",3,"Lessingianthus macrocephalus","Lessingianthus",4,"Subarbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
185,"Asteraceae","Lessingianthus plantaginodes",21,"Lessingianthus plantaginodes","Lessingianthus",1,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
186,"Asteraceae","Lessingianthus rubricaulis",3,"Lessingianthus rubricaulis","Lessingianthus",2,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
187,"Asteraceae","Lessingianthus sellowii",3,"Lessingianthus sellowii","Lessingianthus",5,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
188,"Asteraceae","Leucanthemum vulgare",2,"Leucanthemum vulgare","Leucanthemum",5,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
189,"Asteraceae","Lucilia acutifolia",33,"Lucilia acutifolia","Lucilia",12,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
190,"Asteraceae","Lucilia nitens",10,"Lucilia nitens","Lucilia",13,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
191,"Asteraceae","Matricaria chamomilla",6,"Matricaria chamomilla","Matricaria",4,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
326,"Cactaceae","Harrisia pomanensis",3,,,,,,,,,,,,,,,"new species"
193,"Asteraceae","Microgyne marchesiana",3,"Microgyne marchesiana","Microgyne",1,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
194,"Asteraceae","Microgyne trifurcata",8,"Microgyne trifurcata","Microgyne",13,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
374,"Fabaceae","Albizia julibrissin",3,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473275-1",,"non-native"
196,"Asteraceae","Micropsis spathulata",7,"Micropsis spathulata","Micropsis",12,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
197,"Asteraceae","Mikania anethifolia",2,"Mikania anethifolia","Mikania",6,"Enredadera","Perenne","No evaluada","NE","NE","NE",,,,,,
198,"Asteraceae","Mikania cordifolia",6,"Mikania cordifolia","Mikania",10,"Enredadera","Perenne","No evaluada","nativa","NE","NE",,,,,,
199,"Asteraceae","Mikania involucrata",10,"Mikania involucrata","Mikania",4,"Liana","Perenne","No evaluada","nativa","NE","NE",,,,,,
200,"Asteraceae","Mikania pinnatiloba",5,"Mikania pinnatiloba","Mikania",1,"Hierba","Perenne","No evaluada","NE","NE","NE","No está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:233126-1",,
460,"Fabaceae","Mimosa rocae",3,,,,,,,,,,,,,,,"new species"
202,"Asteraceae","Mikania thapsoides",4,"Mikania thapsoides","Mikania",1,"Subarbusto","Perenne","No evaluada","nativa","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:233276-1",,
203,"Asteraceae","Moquiniastrum polymorphum",13,"Moquiniastrum polymorphum","Moquiniastrum",9,"Arbol","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
204,"Asteraceae","Mutisia coccinea",50,"Mutisia coccinea","Mutisia",5,"Enredadera","Perenne","No evaluada","nativa","NE","NE",,,,,,
505,"Fabaceae","Trifolium subterraneum",3,,,,,,,,,,,,,,,"non native"
206,"Asteraceae","Neja pinifolia",41,"Neja pinifolia","Neja",7,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
207,"Asteraceae","Noticastrum acuminatum",39,"Noticastrum acuminatum","Noticastrum",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
538,"Solanaceae","Nicandra physalodes",3,,,,,,,,,,,,,,,"possibly non native"
209,"Asteraceae","Noticastrum diffusum",44,"Noticastrum diffusum","Noticastrum",11,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
210,"Asteraceae","Noticastrum malmei",9,"Noticastrum malmei","Noticastrum",1,"Subarbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
211,"Asteraceae","Noticastrum marginatum",1,"Noticastrum marginatum","Noticastrum",1,"Hierba","Perenne","No evaluada","NE","NE","NE","No está","No está","SI","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170580-2",,
573,"Solanaceae","Solanum lycopersicum",3,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316947-2",,"non-native"
213,"Asteraceae","Pamphalea bupleurifolia",3,"Pamphalea bupleurifolia","Pamphalea",12,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
214,"Asteraceae","Pamphalea heterophylla",4,"Pamphalea heterophylla","Pamphalea",19,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
215,"Asteraceae","Panphalea heterophylla",7,"Panphalea heterophylla","Pamphalea",19,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
30,"Asteraceae","Baccharis darwinii",2,,,,,,,,,,,,,,,"new species"
217,"Asteraceae","Perezia multiflora",36,"Perezia multiflora","Perezia",1,"Hierba","Perenne","No evaluada","nativa","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237026-1",,
218,"Asteraceae","Perezia squarrosa",1,"Perezia squarrosa","Perezia",2,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
219,"Asteraceae","Picrosia longifolia",32,"Picrosia longifolia","Picrosia",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
220,"Asteraceae","Pluchea sagittalis",75,"Pluchea sagittalis","Pluchea",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
221,"Asteraceae","Podocoma hirsuta",6,"Podocoma hirsuta","Podocoma",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
222,"Asteraceae","Porophyllum linifolium",46,"Porophyllum linifolium","Porophyllum",8,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
223,"Asteraceae","Porophyllum ruderale",6,"Porophyllum ruderale","Porophyllum",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
64,"Asteraceae","Calendula officinalis",2,,,,,,,,,,"Introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:187894-1",,"non-native"
225,"Asteraceae","Pseudognaphalium cheiranthifolium",29,"Pseudognaphalium cheiranthifolium","Pseudognaphalium",9,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
226,"Asteraceae","Pseudognaphalium gaudichaudianum",24,"Pseudognaphalium gaudichaudianum","Pseudognaphalium",11,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
69,"Asteraceae","Carduus nutans",2,,,,,,,,,,"Introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188890-1",,"non-native"
97,"Asteraceae","Cosmos bipinnatus",2,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:198320-1",,"non-native"
229,"Asteraceae","Pterocaulon angustifolium",23,"Pterocaulon angustifolium","Pterocaulon",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
230,"Asteraceae","Pterocaulon balansae",25,"Pterocaulon balansae","Pterocaulon",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
231,"Asteraceae","Pterocaulon cordobense",1,"Pterocaulon cordobense","Pterocaulon",5,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
232,"Asteraceae","Pterocaulon lorentzii",12,"Pterocaulon lorentzii","Pterocaulon",8,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
233,"Asteraceae","Pterocaulon polypterum",1,"Pterocaulon polypterum","Pterocaulon",1,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
234,"Asteraceae","Pterocaulon polystachyum",24,"Pterocaulon polystachyum","Pterocaulon",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
235,"Asteraceae","Pterocaulon virgatum",4,"Pterocaulon virgatum","Pterocaulon",5,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
236,"Asteraceae","Radlkoferotoma berroi",1,"Radlkoferotoma berroi","Radlkoferotoma",2,"Arbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
109,"Asteraceae","Disynaphia calyculata",2,,,,,,,,,,,,,,,"new species"
238,"Asteraceae","Radlkoferotoma cistifolium",12,"Radlkoferotoma cistifolium","Radlkoferotoma",2,"Arbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
239,"Asteraceae","Raulinoreitzia tremula",1,"Raulinoreitzia tremula","Raulinoreitzia",4,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
240,"Asteraceae","Schlechtendalia luzulifolia",79,"Schlechtendalia luzulifolia","Schlechtendalia",5,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
110,"Asteraceae","Disynaphia spathulata",2,,,,,,,,,,,,,,,"new species"
242,"Asteraceae","Senecio bonariensis",49,"Senecio bonariensis","Senecio",8,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
243,"Asteraceae","Senecio brasiliensis",78,"Senecio brasiliensis","Senecio",6,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
244,"Asteraceae","Senecio ceratophylloides",4,"Senecio ceratophylloides","Senecio",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
152,"Asteraceae","Helenium amarum",2,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:118685-2",,"non-native"
246,"Asteraceae","Senecio crassiflorus",220,"Senecio crassiflorus","Senecio",6,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
247,"Asteraceae","Senecio heterotrichius",23,"Senecio heterotrichius","Senecio",6,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
158,"Asteraceae","Hieracium palezieuxii",2,,,,,,,,,,,,,,,"new species"
249,"Asteraceae","Senecio madagascariensis",157,"Senecio madagascariensis","Senecio",5,"Hierba","Perenne","No evaluada","introducida","NE","NE",,,,,,
176,"Asteraceae","Laceanthos cymosus",2,,,,,,,,,,,,,,"Calea cymosa",
251,"Asteraceae","Senecio ostenii",37,"Senecio ostenii","Senecio",1,"Subarbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
252,"Asteraceae","Senecio pinnatus",1,"Senecio pinnatus","Senecio",5,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
253,"Asteraceae","Senecio platensis",25,"Senecio platensis","Senecio",3,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
254,"Asteraceae","Senecio pterophorus",12,"Senecio pterophorus","Senecio",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
255,"Asteraceae","Senecio pulcher",16,"Senecio pulcher","Senecio",4,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
224,"Asteraceae","Praxelis clematidea",2,,,,,,,,,,,,,,,"new species"
257,"Asteraceae","Senecio selloi",116,"Senecio selloi","Senecio",7,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
237,"Asteraceae","Radlkoferotoma cistifolia",2,,,,,,,,,,,,,,"Radlkoferotoma cistifolium",
259,"Asteraceae","Senecio tweediei",8,"Senecio tweediei","Senecio",3,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
260,"Asteraceae","Senecio viravira",12,"Senecio viravira","Senecio",5,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
261,"Asteraceae","Senecio vulgaris",4,"Senecio vulgaris","Senecio",1,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
262,"Asteraceae","Silybum marianum",13,"Silybum marianum","Silybum",1,"Hierba","Anual","No evaluada","NE","LC","Stable",,,,,,
263,"Asteraceae","Smallanthus connatus",3,"Smallanthus connatus","Smallanthus",6,"Hierba","NE","No evaluada","nativa","NE","NE",,,,,,
264,"Asteraceae","Solidago chilensis",78,"Solidago chilensis","Solidago",3,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
271,"Asteraceae","Sphagneticola trilobata",2,,,,,,,,,,,,,,,"new species"
266,"Asteraceae","Soliva sessilis",6,"Soliva sessilis","Soliva",3,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
267,"Asteraceae","Sommerfeltia cabrerae",2,"Sommerfeltia cabrerae","Sommerfeltia",2,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
268,"Asteraceae","Sommerfeltia spinulosa",39,"Sommerfeltia spinulosa","Sommerfeltia",5,"Arbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
269,"Asteraceae","Sonchus asper",15,"Sonchus asper","Sonchus",4,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
270,"Asteraceae","Sonchus oleraceus",70,"Sonchus oleraceus","Sonchus",8,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
283,"Asteraceae","Tanacetum parthenium",2,,,,,,,,,,,,,,,"non native"
272,"Asteraceae","Stenachaenium macrocephalum",22,"Stenachaenium macrocephalum","Stenachaenium",1,"Hierba","Perenne","No evaluada","NE","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77233407-1",,
273,"Asteraceae","Stenachaenium megapotamicum",11,"Stenachaenium megapotamicum","Stenachaenium",10,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
274,"Asteraceae","Stenachaenium riedelii",10,"Stenachaenium riedelii","Stenachaenium",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
275,"Asteraceae","Stenocephalum megapotamicum",1,"Stenocephalum megapotamicum","Stenocephalum",9,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
276,"Asteraceae","Stevia aristata",1,"Stevia aristata","Stevia",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
277,"Asteraceae","Stevia cinerascens",2,"Stevia cinerascens","Stevia",3,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
278,"Asteraceae","Stevia entreriensis",1,"Stevia entreriensis","Stevia",3,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
279,"Asteraceae","Stevia multiaristata",7,"Stevia multiaristata","Stevia",8,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
280,"Asteraceae","Stevia satureiifolia",79,"Stevia satureiifolia","Stevia",7,"Subarbusto","Perenne","No evaluada","NE","NE","NE",,,,,,
308,"Asteraceae","Zinnia elegans",2,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:261331-1",,"non-native"
282,"Asteraceae","Tagetes minuta",11,"Tagetes minuta","Tagetes",4,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
333,"Cactaceae","Opuntia cochenillifera",2,,,,,,,,,,,,,,,"non native"
284,"Asteraceae","Tanacetum vulgare",1,"Tanacetum vulgare","Tanacetum",1,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
362,"Fabaceae","Acacia mearnsii",2,,,,,,,,,,,,,,,"non native"
286,"Asteraceae","Taraxacum officinale",43,"Taraxacum officinale","Taraxacum",2,"Hierba","Perenne","No evaluada","introducida","NE","NE",,,,,,
287,"Asteraceae","Tessaria absinthioides",37,"Tessaria absinthioides","Tessaria",3,"Arbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
410,"Fabaceae","Glycine max",2,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450240-2",,"non-native"
446,"Fabaceae","Mimosa berroi",2,,,,,,,,,,,,,,,"new species"
290,"Asteraceae","Thelesperma megapotamicum",4,"Thelesperma megapotamicum","Thelesperma",1,"Hierba","Perenne","No evaluada","nativa","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:255473-1",,
486,"Fabaceae","Senna didymobotrya",2,,,,,,,,,,,,,,,"non native"
292,"Asteraceae","Trichocline cisplatina",5,"Trichocline cisplatina","Trichocline",1,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
293,"Asteraceae","Trichocline humilis",6,"Trichocline humilis","Trichocline",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
294,"Asteraceae","Trichocline incana",58,"Trichocline incana","Trichocline",7,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
295,"Asteraceae","Trichocline minuana",3,"Trichocline minuana","Trichocline",3,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
296,"Asteraceae","Trixis nobilis",6,"Trixis nobilis","Trixis",12,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
297,"Asteraceae","Trixis praestans",35,"Trixis praestans","Trixis",9,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
298,"Asteraceae","Urolepis hecatantha",46,"Urolepis hecatantha","Urolepis",10,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
299,"Asteraceae","Urospermum picroides",10,"Urospermum picroides","Urospermum",1,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
300,"Asteraceae","Verbesina subcordata",13,"Verbesina subcordata","Verbesina",12,"Subarbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
301,"Asteraceae","Vernonanthura montevidensis",23,"Vernonanthura montevidensis","Vernonanthura",9,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
302,"Asteraceae","Vernonanthura nudiflora",26,"Vernonanthura nudiflora","Vernonanthura",8,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
489,"Fabaceae","Senna occidentalis",2,,,,,,,,,,,,,,,"new species"
304,"Asteraceae","Xanthium cavanillesii",5,"Xanthium cavanillesii","Xanthium",6,"Hierba","Anual","No evaluada","NE","NE","NE",,,,,,
305,"Asteraceae","Xanthium spinosum",16,"Xanthium spinosum","Xanthium",8,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
306,"Asteraceae","Xanthium strumarium",35,"Xanthium strumarium","Xanthium",6,"Hierba","Anual","No evaluada","introducida","NE","NE",,,,,,
520,"Solanaceae","Brugmansia arborea",2,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77109574-1",,"non-native"
10,"Asteraceae","Aldama breviflosculosa",1,,,,,,,,,,,,,,,"new species"
12,"Asteraceae","Aldama tuberosa",1,,,,,,,,,,,,,,,"new species"
310,"Cactaceae","Brasiliopuntia brasiliensis",1,"Brasiliopuntia brasiliensis","Brasiliopuntia",1,"Arbol","Perenne","No evaluada","NE","LC","Decreasing","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:129102-1",,
311,"Cactaceae","Cereus hildmannianus",164,"Cereus hildmannianus","Cereus",1,"Arbol","Perenne","No evaluada","NE","LC","Decreasing","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:53030-2",,
312,"Cactaceae","Echinopsis oxygona",29,"Echinopsis oxygona","Echinopsis",2,"Hierba","Perenne","No evaluada","NE","LC","Stable",,,,,,
313,"Cactaceae","Echinopsis rhodotricha",3,"Echinopsis rhodotricha","Echinopsis",3,"Hierba","Perenne","No evaluada","NE","LC","Stable",,,,,,
26,"Asteraceae","Baccharis cognata",1,,,,,,,,,,,,,,,"new species"
315,"Cactaceae","Frailea gracillima",3,"Frailea gracillima","Frailea",3,"Hierba","Perenne","Prioritaria","NE","VU","Decreasing",,,,,,
316,"Cactaceae","Frailea pumila",3,"Frailea pumila","Frailea",4,"Hierba","Perenne","Prioritaria","NE","LC","Stable",,,,,,
317,"Cactaceae","Frailea pygmaea",42,"Frailea pygmaea","Frailea",6,"Hierba","Perenne","No evaluada","nativa","LC","Stable",,,,,,
318,"Cactaceae","Frailea schilinzkyana",6,"Frailea schilinzkyana","Frailea",1,"Hierba","Perenne","Prioritaria","nativa","VU","Decreasing",,,,,,
319,"Cactaceae","Gymnocalycium denudatum",8,"Gymnocalycium denudatum","Gymnocalycium",3,"Hierba","Perenne","Prioritaria","nativa","EN","Decreasing",,,,,,
320,"Cactaceae","Gymnocalycium hyptiacanthum",7,"Gymnocalycium hyptiacanthum","Gymnocalycium",9,"Hierba","Perenne","No evaluada","NE","LC","Decreasing",,,,,,
321,"Cactaceae","Gymnocalycium schroederianum",3,"Gymnocalycium schroederianum","Gymnocalycium",1,"Hierba","Perenne","Prioritaria","NE","LC","Stable",,,,,,
322,"Cactaceae","Gymnocalycium uruguayense",3,"Gymnocalycium uruguayense","Gymnocalycium",19,"Hierba","Perenne","No evaluada","NE","VU","Decreasing",,,,,,
33,"Asteraceae","Baccharis gibertii",1,,,,,,,,,,,,,,,"new species"
324,"Cactaceae","Harrisia bonplandii",3,"Harrisia bonplandii","Harrisia",1,"Hierba","Perenne","No evaluada","NE","NE","NE","No está","No está","SI","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:117992-2",,
39,"Asteraceae","Baccharis microcephala",1,,,,,,,,,,,,,,,"new species"
44,"Asteraceae","Baccharis palustris",1,,,,,,,,,,,,,,,"new species"
327,"Cactaceae","Harrisia regelii",2,"Harrisia regelii","Harrisia",2,"Subarbusto","Perenne","No evaluada","NE","LC","Stable",,,,,,
328,"Cactaceae","Lepismium cruciforme",3,"Lepismium cruciforme","Lepismium",4,"Hierba","Perenne","Prioritaria","NE","LC","Decreasing",,,,,,
329,"Cactaceae","Lepismium lumbricoides",49,"Lepismium lumbricoides","Lepismium",13,"Hierba","Perenne","No evaluada","NE","LC","Stable",,,,,,
330,"Cactaceae","Opuntia arechavaletae",66,"Opuntia arechavaletae","Opuntia",2,"Arbusto","Perenne","No evaluada","nativa","LC","Unknown",,,,,,
331,"Cactaceae","Opuntia aurantiaca",33,"Opuntia aurantiaca","Opuntia",1,"Subarbusto","Perenne","No evaluada","nativa","LC","Stable",,,,,,
332,"Cactaceae","Opuntia bonaerensis",14,"Opuntia bonaerensis","Opuntia",1,"Subarbusto","Perenne","No evaluada","NE","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174871-2",,
51,"Asteraceae","Baccharis sessiliflora",1,,,,,,,,,,,,,,,"new species"
334,"Cactaceae","Opuntia elata",13,"Opuntia elata","Opuntia",4,"Hierba","Perenne","No evaluada","nativa","LC","Stable",,,,,,
71,"Asteraceae","Carduus tenuiflorus",1,,,,,,,,,,,,,,,"non native"
336,"Cactaceae","Opuntia megapotamica",6,"Opuntia megapotamica","Opuntia",19,"Arbusto","Perenne","No evaluada","NE","LC","Stable",,,,,,
337,"Cactaceae","Opuntia monacantha",30,"Opuntia monacantha","Opuntia",1,"Arbusto","Perenne","No evaluada","introducida","LC","Stable","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323260-2",,
338,"Cactaceae","Opuntia rioplatense",13,"Opuntia rioplatense","Opuntia",4,"Hierba","Perenne","No evaluada","NE","NE","NE",,,,,,
98,"Asteraceae","Cosmos sulphureus",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:198368-1",,"non-native"
340,"Cactaceae","Opuntia sulphurea",4,"Opuntia sulphurea","Opuntia",1,"Subarbusto","Perenne","Prioritaria","nativa","LC","Stable",,,,,,
108,"Asteraceae","Dimorphotheca ecklonis",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:201468-1",,"non-native"
342,"Cactaceae","Parodia concinna",42,"Parodia concinna","Parodia",7,"Hierba","Anual","No evaluada","nativa","VU","Decreasing",,,,,,
111,"Asteraceae","Dittrichia viscosa",1,,,,,,,,,,,,,,,"non native"
344,"Cactaceae","Parodia erubescens",5,"Parodia erubescens","Parodia",1,"NE","NE","No evaluada","NE","NE","NE","Está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001459-1",,
132,"Asteraceae","Gamochaeta argentina",1,,,,,,,,,,,,,,,"new species"
346,"Cactaceae","Parodia herteri",2,"Parodia herteri","Parodia",2,"Hierba","Perenne","Prioritaria","nativa","CR","Decreasing",,,,,,
347,"Cactaceae","Parodia langsdorfii",9,"Parodia langsdorfii","Parodia",1,"NE","NE","Prioritaria","nativa","VU","Decreasing","No está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001460-1",,
348,"Cactaceae","Parodia mammulosa",95,"Parodia mammulosa","Parodia",11,"Hierba","Perenne","No evaluada","nativa","LC","Stable",,,,,,
349,"Cactaceae","Parodia mueller-melchersii",6,"Parodia mueller-melchersii","Parodia",3,"Hierba","Perenne","Prioritaria","nativa","EN","Decreasing",,,,,,
