"","user_login","first_record","last_record","observations","activity_time","observations_by_time","user_category"
"195","carla290","2019-12-21 18:30:52 UTC","2019-12-21 18:30:52 UTC",1,1,1,"beginner"
"196","carla_pina","2021-06-09 21:47:23 UTC","2021-06-11 04:21:03 UTC",2,2.27337962962963,0.879747479890032,"beginner"
"197","carlafou","2021-04-28 20:13:30 UTC","2023-06-29 02:52:37 UTC",12,792.277164351852,0.0151462146581203,"beginner"
"198","carlos3186","2023-11-01 21:10:42 UTC","2023-11-03 00:01:21 UTC",2,2.11850694444444,0.944061101732418,"beginner"
"199","carlos506","2018-11-20 03:35:03 UTC","2018-11-20 03:41:01 UTC",2,1.00414351851852,1.99174715876346,"beginner"
"200","carlos540","2020-02-12 22:30:49 UTC","2020-09-24 21:59:02 UTC",4,225.977928240741,0.0177008437555843,"beginner"
"201","carlos550","2019-01-21 20:34:34 UTC","2019-01-21 20:34:34 UTC",1,1,1,"beginner"
"202","carlosvalde","2018-01-31 19:39:05 UTC","2018-01-31 19:39:05 UTC",1,1,1,"beginner"
"203","carmen534","2021-11-17 13:28:18 UTC","2023-11-25 02:30:25 UTC",12,738.543136574074,0.0162482046149195,"beginner"
"204","caro258","2018-04-12 20:14:15 UTC","2018-04-12 20:14:15 UTC",1,1,1,"beginner"
"205","carol211","2020-05-29 23:35:01 UTC","2024-02-20 18:41:28 UTC",58,1362.79614583333,0.0425595568180402,"beginner"
"206","carolina120473","2019-03-20 00:26:56 UTC","2019-03-20 00:26:56 UTC",1,1,1,"beginner"
"207","carolina999","2023-02-27 15:35:01 UTC","2023-02-27 15:35:01 UTC",1,1,1,"beginner"
"208","carolinaalfaro","2020-08-05 22:43:19 UTC","2020-08-05 23:21:30 UTC",3,1.0265162037037,2.92250622949341,"beginner"
"209","carolinabordes","2022-01-21 21:27:02 UTC","2022-01-21 21:27:02 UTC",1,1,1,"beginner"
"210","carolinaipar","2021-03-01 11:05:01 UTC","2021-03-01 11:05:01 UTC",1,1,1,"beginner"
"211","carolinascorza","2023-11-08 12:09:22 UTC","2023-11-08 12:16:45 UTC",3,1.00512731481481,2.98469652130857,"beginner"
"212","catalinaaaaa","2022-10-18 12:53:38 UTC","2022-10-18 13:07:45 UTC",2,1.00980324074074,1.98058385961695,"beginner"
"213","catalinaibarburu","2020-12-24 20:17:32 UTC","2021-04-01 23:46:26 UTC",5,99.1450694444444,0.0504311513221717,"beginner"
"214","catalinaibarra","2022-11-15 19:44:01 UTC","2022-11-15 19:44:01 UTC",1,1,1,"beginner"
"215","catharina_van_delden","2023-02-02 10:55:48 UTC","2024-02-18 20:00:20 UTC",2,382.378148148148,0.005230424410197,"beginner"
"216","cavernauta","2022-03-12 12:06:36 UTC","2022-03-13 12:09:16 UTC",4,2.00185185185185,1.99814986123959,"beginner"
"217","cece_uy","2018-11-10 16:00:50 UTC","2022-12-25 18:08:20 UTC",25,1507.08854166667,0.0165882755450804,"beginner"
"218","cecilia147","2019-07-10 18:09:13 UTC","2019-07-10 18:10:18 UTC",2,1.00075231481481,1.99849650147459,"beginner"
